"attacker_width","hills + 1 (120)","forest/jungle + 1 (126)","plains/desert + 1 (135)","marsh + 1 (104)","urban + 1 (128)","mountain + 1 (100)","hills/urban + 2 (160)","forest/jungle + 2 (168)","plains/desert + 2 (180)","marsh + 2 (130)","mountain + 2 (125)"
25,601.9551399375258,479.2700571428169,618.7215329999824,398.09723019231194,503.71848632811884,534.8138382000159,732.9533088281116,845.377821160629,834.141000000008,564.5459298461552,639.3193640399977
26,570.7808512500078,619.7712599999837,573.0651455999966,543.3314261538691,636.2829428906432,515.5822638000478,680.9205479625504,799.4884074642499,950.3416229999855,698.9264736922944,613.9274677199569
27,531.8796260624925,592.7615308928632,711.3747030000069,524.1530256922531,609.2686984570701,491.0243839200113,807.706882837504,749.2336523571323,910.3842697499961,674.4175610191348,581.9226177599893
28,496.1782080000054,557.544347142855,682.9056279999969,498.2702575384791,579.0105440624964,460.5257762400128,776.5398689999892,886.1530388571374,864.1622231999817,644.5853076923104,547.8600011999985
29,455.5492936874761,522.6394157142853,652.1245139999918,470.4202834615587,542.962794667961,429.91049099998196,734.7014134312477,852.4487418749978,813.6262451249987,608.8540634999977,512.7195140400027
30,628.6006439999938,481.6763657142747,620.159471999978,439.74170769231097,506.3199243749924,394.31344079995415,696.2069718749945,815.8874399999816,963.0274199999744,567.75819600001,470.4283992000705
31,606.3727679999973,626.4764614285799,582.7785609999952,404.16601067309705,465.2711135156349,493.82984880000765,649.4509101562423,774.9541825178845,934.8666959999866,525.8185871538261,629.91966672
32,585.2808639999855,636.4754720000213,547.7109719999635,487.7015215383754,649.9113200000043,510.6185628000411,819.6351160000719,732.0973199999939,888.8917632000165,687.6901279999764,626.3037292799673
33,559.6323800500418,614.6381807857534,688.296704000006,509.87335384616136,630.1928129375196,531.4944767999997,792.5768590000027,687.7485639642857,853.1898110999908,690.3481353847095,608.260828335982
34,533.927404000013,591.9218497143013,709.5193079999977,532.9252799999875,611.7345356250348,529.7456063999797,769.0163932499128,873.3541571428628,810.1774176000062,669.9690807692386,583.8692864079911
35,502.4454982499725,564.2150010714084,686.4216320000022,542.561690769202,583.636520937501,511.46491559994945,734.5000072656762,847.2532699999975,761.0976180000031,643.9283593845217,555.6350141399895
36,468.04808919998555,537.5599565714172,660.1739360000446,526.3568746153749,558.0727722499856,492.8871455999771,701.7325614999999,814.9129935714203,968.3272819999855,619.0125023076731,523.128606319994
37,572.2771560000024,504.6332618571493,635.1263279999944,508.6438846153779,527.6335383437543,472.08511319997024,663.2365827968806,786.2065472321555,946.2783519999962,586.6968753846196,493.6287135039978
38,593.7217079999887,474.15485299999483,610.324302200001,489.35986384614836,499.0405222499957,452.4414383999873,626.5000565625312,752.4046764285926,914.8017400000015,557.1393259230754,463.59041500798327
39,618.2629200000341,589.4395457142261,579.8030176000457,468.8119476922851,466.79620442187024,427.5576719999343,588.7990446719034,715.0667342410713,881.3678500000028,523.4841098769182,592.206338880013
40,643.5423180000425,618.1377685714049,557.8885679999936,459.536261538441,610.805070000024,416.54178719996526,835.632930000024,685.6366514285377,847.6792439999917,643.5017141538616,621.719151840034
41,627.7492740000013,640.5362999999838,524.5947887000037,436.8431581730956,633.2412600000796,421.7514336000345,817.2175399999171,873.3314828571124,812.2460174999909,665.1504913846878,643.5109713599803
42,611.6464139999721,659.4821485713943,662.8922880000073,413.5432156154276,652.7520000000118,435.64693760007845,794.7586299999518,899.0904228571557,776.7365640000257,684.0232024615715,654.9074803200358
43,592.9925399999735,647.1586114285434,684.4185959999929,433.32908000000737,664.0020862500701,450.50719519997165,770.3291200000765,884.523144285732,737.8492751249972,706.5340740000532,637.0300795200179
44,574.607124000008,631.3957714284804,707.4634919999658,447.94673692310954,649.0930200000461,463.7644112000374,746.539680000025,862.704712857115,954.1324960000005,705.5362010769753,621.5227725599948
45,554.4663480000083,613.7159057143077,728.9353020000223,463.021563846159,633.9545662499387,478.200152000009,719.235000937555,837.7462085714271,984.6552520000018,688.906816615413,602.802604800002
46,533.1208320000269,595.1840914284876,715.2177779999587,476.6723138461827,614.5281450000535,492.7137583999767,690.8916091499822,812.684605714163,963.9526080000339,673.2236621537988,585.6574857600316
47,509.5295460000286,574.5210814285821,699.627593999997,491.5669307692429,596.9031262500605,507.46623679998993,660.4229363250598,785.1182914285498,943.2616399999703,656.5640233847018,565.1970650400001
48,502.35338760002486,569.7911957143579,692.3972699999645,513.1909869230849,592.4144399999602,526.9521384000044,647.8534404000122,767.4744214285769,923.4106679999909,646.058389846123,558.237165551977
49,504.16888800002357,550.6182977142552,673.16743800004,527.8818923076205,573.5320391249993,542.3261328000347,768.4490399999586,739.3491000000055,901.0383719999899,623.5966107692791,538.7405453759831
